Facility Code,Facility Name,County,District,Division,Type,Type_grouped,Owner,Beds,Cots,log_beds,log_cots,Open 24 Hours,Open Weekends,ART,C-IMCI,FP,HBC,IPD
20095,Kipawa Medical Centre,Nairobi,Kasarani,Ruai,Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18488,Jacaranda Special School,Nairobi,Dagoretti North,Kileleshwa,Training Institution in Health (Stand-alone),Other,Other Public Institution,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12983,Imperial Clinic,Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
19333,Index Medical Services,Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19458,Innercore Medical Clinic,Nairobi,Embakasi West,Umoja,Medical Clinic,Medical Clinic,Private Practice - Unspecified,2.0,1.0,1.0986122886681098,0.6931471805599453,0,1,0,0,0,0,0
18002,Innoculation Centre,Nairobi,Starehe,City Square,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
20158,IOM International Organization for migration(girigiri),Nairobi,Westlands,Kitisuru,Health Programme,Other,Humanitarian Agencies,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19471,Iom Wellness Clinic,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Medical Clinic,Non-Governmental Organizations,2.0,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,0
20227,Iran Medical Clinic,Nairobi,Kibra,Woodley,Dispensary,Dispensary,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19421,Iran Medical Clinic (Ngara),Nairobi,Starehe,Ngara,Medical Clinic,Medical Clinic,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
21223,Jalaram Medical Services,Nairobi,Westlands,Parklands/Highridge,Medical Clinic,Medical Clinic,Other Faith Based,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12984,Jamaa Mission Hospital,Nairobi,Makadara,Makadara,Other Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,63.0,8.0,4.1588830833596715,2.1972245773362196,1,1,1,1,0,1,1
12985,Jamii Clinic (Westlands),Nairobi,Westlands,Kitsuru,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,1,1,0,1
19446,Jamii Medical Clinic Mukuru,Nairobi,Embakasi South,Mukuru,Medical Clinic,Medical Clinic,Private Practice - Unspecified,2.0,1.0,1.0986122886681098,0.6931471805599453,1,1,0,0,0,0,0
12986,Jamii Medical Hospital,Nairobi,Roysambu,Kasarani,Other Hospital,Other Hospital,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
19433,Jamii Yadah Medical Centre,Nairobi,Embakasi East,Embakasi,Health Centre,Health Centre,Private Practice - General Practitioner,4.0,2.0,1.6094379124341003,1.0986122886681098,0,1,0,0,0,0,0
20064,Jeffrey Medical & Diagnostic Centre,Nairobi,Dagoretti North,Kawangware,Dispensary,Dispensary,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19490,Jellin Medical Clinic,Nairobi,Dagoretti North,Kawagware,Dispensary,Dispensary,Private Practice - Nurse / Midwife,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12988,Jericho Health Centre,Nairobi,Makadara,Makadara,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1
12989,Jerusalem Clinic,Nairobi,Embakasi West,Pumwani,Medical Clinic,Medical Clinic,Local Authority,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
19548,Jesus Is Alive Dental Clinic (Nairobi),Nairobi,Starehe,Central,Dental Clinic,Other,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18672,Jeytee,Nairobi,Kasarani,Kasarani,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12990,Jinnah Ave Clinic,Nairobi,Langata,Lang'ata,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12991,Jkia Health Centre,Nairobi,Embakasi East,Embakasi,Health Centre,Health Centre,Ministry of Health,4.0,0.0,1.6094379124341003,0.0,1,1,0,0,1,0,1
17650,Johanna Justin-Jinich Community Clinic (Kibera),Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18594,Joy Nursing Home and Maternity,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Nursing Home,Private Practice - General Practitioner,12.0,0.0,2.5649493574615367,0.0,1,1,0,0,0,0,0
19398,Jozi Medical Centre,Nairobi,Roysambu,Roysambu,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12992,Juhudi Clinic,Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
19318,Juja Road Hospital (Nairobi),Nairobi,Starehe,Kariokor,Other Hospital,Other Hospital,Private Enterprise (Institution),6.0,0.0,1.9459101490553132,0.0,1,1,0,0,0,0,0
18407,Just Meno Limited,Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12993,Kabete Approved School Dispensary,Nairobi,Westlands,Kitisuru,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
12994,Kabete Barracks Dispensary,Nairobi,Westlands,Kitisuru,Dispensary,Dispensary,Armed Forces,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12995,Kabiro Medical Clinic,Nairobi,Dagoretti North,Dagoretti,Health Centre,Health Centre,Non-Governmental Organizations,5.0,0.0,1.791759469228055,0.0,1,1,0,0,1,1,1
19528,Green Croos Medical and Dental Clinic,Nairobi,Westlands,Kangemi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),1.0,2.0,0.6931471805599453,1.0986122886681098,1,1,0,0,0,0,0
19895,Green Cross Medical Clinic,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12961,Gsu Dispensary (Nairobi West),Nairobi,Kibra,Kibra,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12963,Gsu Hq Dispensary (Ruaraka),Nairobi,Roysambu,Kasarani,Dispensary,Dispensary,Other Public Institution,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
12962,GSUTraining School,Nairobi,Embakasi East,Embakasi,Health Centre,Health Centre,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
12965,Guru Nanak Hospital,Nairobi,Starehe,Central,Other Hospital,Other Hospital,Private Enterprise (Institution),38.0,0.0,3.6635616461296463,0.0,0,0,0,0,1,0,1
12966,Gynapaed Dispensary (Kilimani-),Nairobi,Dagoretti North,Kilimani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
12967,Hakati Medical Clinic,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
19610,Hallal Medical Clinic,Nairobi,Kamukunji,,Medical Clinic,Medical Clinic,Private Enterprise (Institution),4.0,1.0,1.6094379124341003,0.6931471805599453,0,1,0,0,0,0,0
19472,Hamza Medical Centre,Nairobi,Makadara,Makadara ,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
19566,Hazina Medical Clinic,Nairobi,Starehe,central,Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19497,Health Care Services,Nairobi,Makadara,,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19582,Health Matters Medical Centre,Nairobi,Starehe,central,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
17954,Health Services Limited,Nairobi,Dagoretti North,Golf Course,Dispensary,Dispensary,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18278,Healthways Medical Centre,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
21263,Hekima Medical Centre,Nairobi,Roysambu,Roysambu,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12970,Hope Community VCT,Nairobi,Dagoretti South,Dagoretti,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Other Faith Based,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
19278,Hope Medical Clinic ( Githurai),Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19234,Hope Medical Clinic (Babadogo),Nairobi,Ruaraka,kasrani,Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
17684,Hope World Wide Kenya Mukuru Clinic,Nairobi,Embakasi South,Embakasi,Dispensary,Dispensary,Non-Governmental Organizations,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
18543,Hope Worldwide Kenya VCT (Makadara),Nairobi,Makadara,Makadara,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19373,Horeb Medical Clinic ( Hunters),Nairobi,Kasarani,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19643,Horseet Medical Clinic,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Medical Clinic,Private Enterprise (Institution),2.0,1.0,1.0986122886681098,0.6931471805599453,0,1,0,0,0,0,0
20063,Hoymas VCT (Nairobi),Nairobi,Starehe,Kariokor,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
17393,Huduma Health Centre,Nairobi,Kibra,Kibra,Maternity Home,Other,Private Practice - Clinical Officer,2.0,0.0,1.0986122886681098,0.0,1,1,0,0,0,0,0
19302,Hunters Medical Clinic,Nairobi,Kasarani,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12973,Huruma (EDARP),Nairobi,Mathare,Central,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
12972,Huruma (NCCK) Dispensary,Nairobi,Mathare,Huruma,Dispensary,Dispensary,Christian Health Association of Kenya,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1
12974,Huruma Lions Dispensary,Nairobi,Mathare,Starehe,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
12975,Huruma Maternity Hospital,Nairobi,Mathare,Mathare,Other Hospital,Other Hospital,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12976,Huruma Nursing Home & Maternity,Nairobi,Mathare,Starehe,Nursing Home,Nursing Home,Private Enterprise (Institution),30.0,0.0,3.4339872044851463,0.0,1,1,0,0,1,1,1
20556,I Choose Life - Africa(Kileleshwa),Nairobi,Dagoretti North,Kileleshwa,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18201,I Choose Life Africa,Nairobi,Embakasi South,Embakasi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),8.0,1.0,2.1972245773362196,0.6931471805599453,0,1,0,0,0,0,0
20145,IDEWES,Nairobi,Kibra,Kibra,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12980,IDF Mathare Dispensary,Nairobi,Kamukunji,Eastleigh North,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19427,Goldmed Chemists & Clinic,Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19539,Focus Outreach Medical Mission,Nairobi,Westlands,parklands,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18612,Fremo Medical Centre,Nairobi,Dagoretti South,Kawangware,Health Centre,Health Centre,Private Practice - Clinical Officer,10.0,0.0,2.3978952727983707,0.0,1,1,0,0,0,0,0
12944,Frepals Community Nursing Home,Nairobi,Kibra,Kibra,Maternity Home,Other,Non-Governmental Organizations,21.0,0.0,3.091042453358316,0.0,1,1,0,1,1,0,1
12945,Future Age Medical Services,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,1,0,0,1,1,1
12946,Gaimu Clinic,Nairobi,Mathare,Central,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
16803,Gatina United Clinic,Nairobi,Dagoretti North,Dagoretti,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19611,Gedmed Medical Clinic,Nairobi,Kamukunji,,Medical Clinic,Medical Clinic,Private Enterprise (Institution),4.0,1.0,1.6094379124341003,0.6931471805599453,0,1,0,0,0,0,0
12949,Genessaret Clinic,Nairobi,Embakasi West,Embakasi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
19287,Genus Medical Services & Diagnostic Lab,Nairobi,Roysambu,Roysambu,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
17725,Gertrude Komarock Clinic,Nairobi,Embakasi Central,Embakasi,Health Centre,Health Centre,Private Practice - General Practitioner,3.0,2.0,1.3862943611198906,1.0986122886681098,1,1,0,0,0,0,0
19314,Gertrudes Chiildren Clinic (Pangani),Nairobi,Starehe,Kariokor,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12950,Gertrudes Childrens Hospital,Nairobi,Westlands,Karura,Other Hospital,Other Hospital,Private Enterprise (Institution),85.0,0.0,4.454347296253507,0.0,0,0,1,1,0,1,1
12951,Gertrudes Othaya Road Dispensary,Nairobi,Dagoretti North,Kilimani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12952,Getrude Donholm Clinic,Nairobi,Embakasi West,Embakasi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,1,1,0,0,1,0,1
18395,Getrude Embakasi Clinic,Nairobi,Embakasi South,Embakasi,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,6.0,4.0,1.9459101490553132,1.6094379124341003,0,1,0,0,0,0,0
20886,Getrudes Children's Hospital,Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,6.0,2.0,1.9459101490553132,1.0986122886681098,0,0,0,0,0,0,0
12953,Getrudes Hospital (Nairobi West Clinic),Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,1,0,0,1,1,1
16799,Gichago Dispensary,Nairobi,Westlands,Kangemi,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
21264,Imani 44 Medical Centre,Nairobi,Roysambu,Roysambu,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19469,Imani Health Servises,Nairobi,Dagoretti South,Waithaka,Health Centre,Health Centre,Private Practice - Nurse / Midwife,4.0,0.0,1.6094379124341003,0.0,1,1,0,0,0,0,0
19538,Gitanga Medical Centre,Nairobi,Dagoretti North,Kawagware,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18887,Githogoro Runda Baptist Clinic (Getrudes Nairobi),Nairobi,Westlands,Highridge,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
17942,Githurai Liverpool VCT,Nairobi,Roysambu,Kasarani,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12956,Githurai Medical Dispensary,Nairobi,Roysambu,Kasarani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12957,Githurai VCT,Nairobi,Roysambu,Kasarani,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
20396,Dr.P.W.Kamau&Associates(Upper Hill Medical Centre),Nairobi,Dagoretti North,Kilimani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18389,Dreamline Medical Clinic Kamulu,Nairobi,Kasarani,Ruai,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,2.0,0.0,1.0986122886681098,1,0,0,0,0,0,0
12929,Dreams Centre Dispensary (Langata),Nairobi,Langata,Lang'ata,Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
20234,Drugnet Medical centre,Nairobi,Ruaraka,Ruaraka ,Medical Clinic,Medical Clinic,Private Practice - Unspecified,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
13099,Dsc Karen Dispensary (Armed Forces),Nairobi,Langata,Lang'ata,Dispensary,Dispensary,Armed Forces,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1
21146,Eagle Health Care Solution ,Nairobi,Westlands,Kangemi,Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18739,Eagle Wings Medical Centre,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19452,Eastern Medical Clinic,Nairobi,Embakasi Central,,Medical Clinic,Medical Clinic,Private Practice - Unspecified,2.0,1.0,1.0986122886681098,0.6931471805599453,0,1,0,0,0,0,0
12930,Eastleigh Health Centre,Nairobi,Kamukunji,Pumwani,Health Centre,Health Centre,Local Authority,24.0,0.0,3.2188758248682006,0.0,0,0,0,0,1,0,1
19526,Eastway Medical Centre,Nairobi,Dagoretti North,Kawagware,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18990,Ebenezer Medical Services,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13220,EDARP Donholm Clinic,Nairobi,Embakasi East,Embakasi,Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
17719,EDARP Komarock Health Centre,Nairobi,Embakasi Central,Kayole,Medical Clinic,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
17548,EDARP Njiru Clinic,Nairobi,Kasarani,Njiru,Medical Clinic,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13169,EDARP Ruai Clinic,Nairobi,Kasarani,Ruai,Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
13191,EDARP Soweto Health Centre,Nairobi,Embakasi Central,Embakasi,Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
12931,Eden Dispensary,Nairobi,Roysambu,Kasarani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
12932,Ediana Nursing Home,Nairobi,Roysambu,Roysambu,Nursing Home,Nursing Home,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12933,Edna Clinic,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,1,1,0,1
12934,Edna Maternity,Nairobi,Kamukunji,Eastleign South,Maternity Home,Other,Private Enterprise (Institution),6.0,0.0,1.9459101490553132,0.0,0,0,1,0,1,1,1
19252,Embakasi District Medical Office,Nairobi,Embakasi South,Mukuru,District Health Office,Other,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12935,Embakasi Health Centre,Nairobi,Embakasi East,Embakasi,Health Centre,Health Centre,Local Authority,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
19437,Embakasi Medical Centre,Nairobi,Embakasi South,Mukuru,Health Centre,Health Centre,Private Practice - Clinical Officer,4.0,2.0,1.6094379124341003,1.0986122886681098,1,1,0,0,0,0,0
18894,Embakasi Medical Centre (Aun),Nairobi,Embakasi West,Embakasi,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,6.0,2.0,1.9459101490553132,1.0986122886681098,0,1,0,0,0,0,0
21215,Emerging Infectious Disease Center,Nairobi,Westlands,Parklands/Highridge,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18987,Emko Clinic,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18893,Emmanuel Medical Centre,Nairobi,Embakasi West,Umoja,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,5.0,2.0,1.791759469228055,1.0986122886681098,1,1,0,0,0,0,0
12936,Emmaus Nursing Home,Nairobi,Embakasi West,Embakasi,Maternity Home,Other,Private Enterprise (Institution),12.0,2.0,2.5649493574615367,1.0986122886681098,1,1,0,1,1,0,1
18613,Glory Health Clinic,Nairobi,Dagoretti South,Kawangware,Dispensary,Dispensary,Private Practice - Nurse / Midwife,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18282,Glovnet VCT,Nairobi,Makadara,Makadara,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19995,Evesben Foundation Medical Clinic,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19443,Exodus Community Health Care,Nairobi,Embakasi Central,,Medical Clinic,Medical Clinic,Private Practice - Unspecified,1.0,2.0,0.6931471805599453,1.0986122886681098,1,1,0,0,0,0,0
19572,Eyeclinic (Nairobi),Nairobi,Starehe,central,Eye Clinic,Other,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19274,Family Acces Medical Centre,Nairobi,Ruaraka,Ruaraka,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12937,Family Care Clinic Kasarani,Nairobi,Kasarani,Kasarani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12942,Family Care Medical Centre & Maternity,Nairobi,Langata,Lang'ata,Maternity Home,Other,Non-Governmental Organizations,20.0,0.0,3.044522437723423,0.0,1,1,1,1,1,1,1
18755,Family Dental Care (Ayany),Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12938,Family Health Medical Dispensary,Nairobi,Dagoretti North,Dagoretti,Dispensary,Dispensary,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18217,Family Health Option of Kenya,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12939,Family Health Options Phoenix,Nairobi,Starehe,Central,Dispensary,Dispensary,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
12941,Family Life Promotions and Services,Nairobi,Embakasi West,Bahati,Dispensary,Dispensary,Non-Governmental Organizations,3.0,1.0,1.3862943611198906,0.6931471805599453,1,1,0,0,1,1,1
18390,Family Medical Centre (Ruai),Nairobi,Kasarani,Njiru,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,2.0,2.0,1.0986122886681098,1.0986122886681098,1,1,0,0,0,0,0
18795,Church Army Medical Clinic,Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Christian Health Association of Kenya,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18629,CID HQS Dispensary,Nairobi,Roysambu,Kasarani,Dispensary,Dispensary,State Coorporation,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12897,Cidi Mukuru Clinic,Nairobi,Embakasi South,Embakasi,Medical Clinic,Medical Clinic,Other Faith Based,6.0,2.0,1.9459101490553132,1.0986122886681098,1,1,0,0,1,0,1
19641,City Point Medical Clinic,Nairobi,Kamukunji,,Medical Clinic,Medical Clinic,Private Enterprise (Institution),3.0,1.0,1.3862943611198906,0.6931471805599453,0,1,0,0,0,0,0
12898,Clinitec Medical Services,Nairobi,Dagoretti North,kilimani,Medical Centre,Other,Company Medical Service,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
17388,Clinix Health Care,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Practice - Unspecified,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
18754,Clinix Health Care (Kibra),Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
20369,CMIA Grace Children's Centre Dispensary,Nairobi,Langata,Langata,Dispensary,Dispensary,Christian Health Association of Kenya,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
20326,CMM Clinic,Nairobi,Kibra,Kibra,Dispensary,Dispensary,Christian Health Association of Kenya,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18745,Comboni Missionary Sisters Health Programm,Nairobi,Ruaraka,kasarani,Health Programme,Other,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19455,Communal Oriented Service International Centre,Nairobi,Embakasi East,Embakasi,Health Centre,Health Centre,Private Practice - General Practitioner,16.0,4.0,2.833213344056216,1.6094379124341003,1,1,0,0,0,0,0
20230,Community Evolution Network VCT,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
12901,Community Health Foundation,Nairobi,Starehe,Central,Dispensary,Dispensary,Community,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
