Facility Code,Facility Name,County,District,Division,Type,Type_grouped,Owner,Beds,Cots,log_beds,log_cots,Open 24 Hours,Open Weekends,ART,C-IMCI,FP,HBC,IPD
20624,Makina Community Clinic,Nairobi,Kibra,Kibra,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13059,Makkah Nursing Home,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Nursing Home,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,1,1,0,1
18895,Korogocho Health Centre,Nairobi,Roysambu,KASARANI,Health Centre,Health Centre,Ministry of Health,12.0,2.0,2.5649493574615367,1.0986122886681098,0,0,0,0,0,0,0
20340,KTTID Dispensary,Nairobi,Langata,Langata,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13038,Komarock Medical Clinic,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
17717,Komarock Morden Medical Care,Nairobi,Embakasi Central,Embakasi,Health Centre,Health Centre,Private Practice - General Practitioner,40.0,0.0,3.713572066704308,0.0,1,1,0,0,0,0,0
19372,Kwetu Medical Clinic,Nairobi,Kasarani,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
18827,Kwosp (Korogocho),Nairobi,Kasarani,Kariobangi,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
17411,Mama Lucy Kibaki Hospital - Embakasi,Nairobi,Embakasi West,Embakasi,District Hospital,Other,Ministry of Health,112.0,12.0,4.727387818712341,2.5649493574615367,1,1,0,0,0,0,0
16169,Lady Northey Dispensary,Nairobi,Dagoretti North,Kilimani,Dental Clinic,Other,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13039,Lagos Road Dispensary,Nairobi,Starehe,Central,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
19993,Laini Saba Health Services,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
18991,Lakeside Medical,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13040,Landmawe Medical Services,Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Private Enterprise (Institution),10.0,0.0,2.3978952727983707,0.0,1,1,0,0,1,1,1
17384,Lang'ata Comprehensive Medical Service,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13041,Langata Health Centre,Nairobi,Langata,Lang'ata,Health Centre,Health Centre,Local Authority,20.0,0.0,3.044522437723423,0.0,0,0,1,1,1,1,1
13042,Langata Hospital,Nairobi,Langata,Lang'ata,Other Hospital,Other Hospital,Private Enterprise (Institution),20.0,0.0,3.044522437723423,0.0,1,1,0,1,1,0,1
13044,Langata Women Prison Dispensary,Nairobi,Langata,Lan'gata,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,1,0,1,1,1,1
19503,Latema Medical Services (Nairobi),Nairobi,Starehe,central,Medical Clinic,Medical Clinic,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13045,Lea Toto,Nairobi,Kasarani,Kasarani,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
16800,Lea Toto Clinic (Westlands),Nairobi,Westlands,Kangemi,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13047,Lea Toto Clinic Kariobangi South,Nairobi,Kasarani,Kariobangi South,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
17720,Lea Toto Community Mukuru Reuben,Nairobi,Embakasi South,Embakasi,Dispensary,Dispensary,Other Faith Based,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13046,Lea Toto Dagoretti,Nairobi,Dagoretti South,Dagoretti,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
19914,Lea Toto Kawangware,Nairobi,Dagoretti South,Kawangware,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13048,Lea Toto Kibera,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
18828,Lea Toto Mwiki,Nairobi,Roysambu,Roysambu,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
18590,Lengo Medical Clinic,Nairobi,Starehe,South B,Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13049,Lianas Clinic Health Centre,Nairobi,Westlands,Kangemi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),9.0,3.0,2.302585092994046,1.3862943611198906,1,1,0,0,1,0,1
19374,Manasco Medical Centre (Roysambu),Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19436,Kings Cross Medical Clinic,Nairobi,Embakasi Central,Kayole,Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,2.0,1.0,1.0986122886681098,0.6931471805599453,1,1,0,0,0,0,0
19625,Kinmed Medical Clinic (Dandora),Nairobi,Kasarani,Dandora,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13035,Kisembo Dispensary,Nairobi,Kibra,Kibra,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
19508,Local Aid Organization,Nairobi,Dagoretti North,Riruta,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13051,Loco Dispensary,Nairobi,Starehe,Makadara,Dispensary,Dispensary,Other Public Institution,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
13036,Kivuli Dispensary,Nairobi,Dagoretti South,Dagoretti,Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
13013,Kenya AIDS Vaccine Initiative (KAVI),Nairobi,Westlands,Kangemi,Health Project,Other,Academic (if registered),0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
18261,Kenya Airports Employees Association,Nairobi,Embakasi East,Embakasi,Medical Clinic,Medical Clinic,Company Medical Service,4.0,1.0,1.6094379124341003,0.6931471805599453,0,0,0,0,0,0,0
13021,Kenya Airways Medical Centre,Nairobi,Starehe,Starehe,Medical Clinic,Medical Clinic,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
18385,Kenya Association of Pofessional Counsellors (Kapc,Nairobi,Westlands,Parklands,Training Institution in Health (Stand-alone),Other,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
20303,Kenya Institute of Special Education Dispensary,Nairobi,Kasarani,Kasarani,Dispensary,Dispensary,Academic (if registered),0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
20371,Kenya Police Staff College Clinic,Nairobi,Westlands,Kitisuru,Dispensary,Dispensary,Academic (if registered),0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
13022,Kenya Utalii Dispensary,Nairobi,Ruaraka,Kasarani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
13023,Kenyatta National Hospital,Nairobi,Kibra,Kibra,National Referral Hospital,Other,Ministry of Health,1455.0,427.0,7.283448228756631,6.059123195581797,1,1,1,1,1,1,1
13024,Kenyatta University Dispensary,Nairobi,Roysambu,Kasarani,Dispensary,Dispensary,Other Public Institution,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12863,AAR Thika Road Clinic,Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12864,Abandoned Child Care,Nairobi,Dagoretti South,Dagoretti South,Dispensary,Dispensary,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1
19484,Abby Clinic,Nairobi,Westlands,Kangemi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),1.0,1.0,0.6931471805599453,0.6931471805599453,1,1,0,0,0,0,0
19354,Abdallah Dental Clinic (Barclays Plaza-Nairobi),Nairobi,Starehe,Central,Dental Clinic,Other,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19441,Abra Health Services,Nairobi,Embakasi West,Savannah,Medical Clinic,Medical Clinic,Private Practice - Unspecified,2.0,1.0,1.0986122886681098,0.6931471805599453,0,1,0,0,0,0,0
19562,Abraham Memorial Nursing Home (Westlands),Nairobi,Westlands,Kangemi,Maternity Home,Other,Private Enterprise (Institution),6.0,1.0,1.9459101490553132,0.6931471805599453,1,1,0,0,0,0,0
19980,Acacia Clinic (Kilimani),Nairobi,Dagoretti North,Kilimani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19413,Acacia Medical Centre (Nairobi),Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19467,Access Afya,Nairobi,Starehe,Nairobi South ,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
21158,Access Afya Medical Centre Viwandani,Nairobi,Makadara,Viwandani,Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,4.0,1.0,1.6094379124341003,0.6931471805599453,0,1,0,0,0,0,0
20360,Maximum medical centre,Nairobi,Kasarani,kasarani,Medical Clinic,Medical Clinic,Private Practice - Unspecified,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13079,Mayflower Clinic,Nairobi,Embakasi South,Embakasi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
21271,Maylaurels Medical Centre,Nairobi,Embakasi East,Embakasi,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
13080,Mbagathi District Hospital,Nairobi,Kibra,Kibra,District Hospital,Other,Ministry of Health,200.0,10.0,5.303304908059076,2.3978952727983707,1,1,1,1,1,1,1
13081,Mbotela Clinic,Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
19482,Medanta Africare,Nairobi,Westlands,Parklands,Medical Centre,Other,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
20573,Medanta AfriCare krishna Park,Nairobi,Westlands,Parklands,Laboratory (Stand-alone),Other,Private Practice - Medical Specialist,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19505,Medanta Africare Medical Centre,Nairobi,Westlands,Westlands,Medical Centre,Other,Private Enterprise (Institution),13.0,0.0,2.6390573296152584,0.0,0,1,0,0,0,0,0
20451,Medecins Du Monde/France (Kangemi Kang'ora),Nairobi,Westlands,Kangemi,Health Programme,Other,Humanitarian Agencies,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19099,Medical and Dental Clinic,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19496,Medical Clinic,Nairobi,Westlands,Kangemi,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13082,Medical Reception Dispensary,Nairobi,Roysambu,Kasarani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
13083,Medicare Clinic,Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
19525,Medimark Health Care,Nairobi,Westlands,Parklands,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19519,Medisafe Medical Labaratoty,Nairobi,Starehe,central,Laboratory (Stand-alone),Other,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13085,Med-Point Dispensary,Nairobi,Kasarani,Kasarani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
13086,Melchezedek Hospital,Nairobi,Dagoretti North,Dagoretti,Other Hospital,Other Hospital,Private Enterprise (Institution),20.0,4.0,3.044522437723423,1.6094379124341003,1,1,0,1,1,1,1
20072,Melchizedek Hospital Karen,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13087,Memorial Hospital,Nairobi,Kibra,Dagoretti,Other Hospital,Other Hospital,Armed Forces,0.0,0.0,0.0,0.0,0,0,1,1,1,1,0
19959,Menelik Chest Clinic,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13088,Mercillin Afya Centre,Nairobi,Kibra,Kibra,Maternity Home,Other,Community,5.0,0.0,1.791759469228055,0.0,1,1,0,0,1,1,1
19319,Mercy Medical Services,Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13089,Mercy Mission Health Centre,Nairobi,Dagoretti North,Dagoretti,Health Centre,Health Centre,Other Faith Based,5.0,0.0,1.791759469228055,0.0,1,1,0,0,1,1,1
13109,Meridian Equator Hospital,Nairobi,Langata,Lang'ata,Other Hospital,Other Hospital,Private Enterprise (Institution),54.0,0.0,4.007333185232471,0.0,1,1,0,1,1,1,1
19546,Meridian Medical Centre,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13084,Meridian Medical Centre (Buruburu),Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,1,0,0,1,0,1
18591,Meridian Medical Centre (Capital Centre),Nairobi,Starehe,South B,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19395,Meridian Medical Centre (Loita Street),Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
19550,Meridian Medical Centre (Penson Towers),Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
20104,Meridian Medical centre(Nation Centre Bldg ),Nairobi,Starehe,Central,Medical Centre,Other,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
17727,Meridian Medical Donholm Clinic,Nairobi,Embakasi West,Embakasi,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,1.0,0.0,0.6931471805599453,0.0,1,1,0,0,0,0,0
19463,Metropolitan Dr Plaza,Nairobi,Makadara,Makadara ,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13090,Metropolitan Hospital Nairobi,Nairobi,Makadara,Makadara,Other Hospital,Other Hospital,Private Enterprise (Institution),46.0,8.0,3.8501476017100584,2.1972245773362196,1,1,1,1,1,1,1
20583,Microbiology Reference Lab,Nairobi,Kibra,Kenyatta,Laboratory (Stand-alone),Other,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13091,Mid Hill Medical Clinic,Nairobi,Dagoretti North,Dagoretti,Health Centre,Health Centre,Private Enterprise (Institution),10.0,0.0,2.3978952727983707,0.0,1,1,0,1,1,1,1
19633,Mid-Point Health Services,Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
20018,Milele Integrated Medical Services,Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
20537,Miliki Afya Limited,Nairobi,Dagoretti South,Riruta,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19478,Millenium Dental Clinic,Nairobi,Makadara,Makadara ,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13092,Ministry of Education (Moest) VCT Centre,Nairobi,Starehe,Central,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Other Public Institution,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
13093,Mji Wa Huruma Dispensary,Nairobi,Westlands,Karura,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1
13094,Mkunga Clinic,Nairobi,Embakasi North,Dandora,Medical Clinic,Medical Clinic,Private Enterprise (Institution),6.0,0.0,1.9459101490553132,0.0,0,0,0,0,1,1,1
13095,Moi Air Base Hospital,Nairobi,Kamukunji,Eastleigh North,Other Hospital,Other Hospital,Ministry of Health,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
13096,Mother & Child Hospital,Nairobi,Kamukunji,Eastleign South,Dispensary,Dispensary,Private Enterprise (Institution),32.0,6.0,3.4965075614664802,1.9459101490553132,1,1,1,0,1,1,1
19277,Mother & Child Meridian & Lab Services,Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
17724,Mother Ippolata Mukuru Clinic,Nairobi,Embakasi South,Embakasi,Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,3.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0
13097,Mow Dispensary,Nairobi,Starehe,Makadara,Dispensary,Dispensary,Other Public Institution,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
13098,Mp Shah Hospital (Westlands),Nairobi,Westlands,Parklands,Other Hospital,Other Hospital,Private Enterprise (Institution),0.0,0.0,0.0,0.0,1,1,1,1,1,1,1
20049,Msf- Green House Clinic,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Medical Clinic,Non-Governmental Organizations,3.0,0.0,1.3862943611198906,0.0,0,1,0,0,0,0,0
20050,Msf- Lavender House Clinic,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Medical Clinic,Non-Governmental Organizations,3.0,0.0,1.3862943611198906,0.0,0,0,0,0,0,0,0
17651,Msf Olympic Centre,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
17455,Mtaani VCT,Nairobi,Kibra,Kibra,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Community,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13025,Kesha VCT,Nairobi,Dagoretti North,Dagoretti North,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
13037,Kmtc Dispensary,Nairobi,Kibra,Kibra,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
20621,Kianda 42 Community Clinic,Nairobi,Kibra,Kibera,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
20325,Kibera CFW Clinic,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12894,Kibera Chemi Chemi Ya Uzima Clinic,Nairobi,Kibra,Kibra,Dispensary,Dispensary,Christian Health Association of Kenya,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1
13028,Kibera Community Health Centre - Amref,Nairobi,Kibra,Kibra,Health Centre,Health Centre,Non-Governmental Organizations,4.0,0.0,1.6094379124341003,0.0,0,1,1,0,1,1,1
13029,Kibera D O Dispensary,Nairobi,Kibra,Kibra,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
18984,Kibera Highway Clinic,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13026,Kibera Human Development Clinic,Nairobi,Kibra,Kibra,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
13030,Kibera South (Msf Belgium) Health Centre,Nairobi,Kibra,Kibra,Health Centre,Health Centre,Non-Governmental Organizations,10.0,0.0,2.3978952727983707,0.0,0,0,0,0,1,1,1
21083,Kibera Ubuntu Afya Medical Centre,Nairobi,Kibra,,Medical Centre,Other,Private Practice - General Practitioner,4.0,0.0,1.6094379124341003,0.0,0,0,0,0,0,0,0
13031,Kie/Kapc,Nairobi,Starehe,Central,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Other Public Institution,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
13033,Kikoshep Kenya (Mugumoini),Nairobi,Langata,Langata,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
13002,Kapu Medical Clinic,Nairobi,Embakasi East,Embakasi,VCT Centre (Stand-Alone),VCT Centre (Stand-Alone),Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
20625,Karanja Road Community Clinic,Nairobi,Kibra,Kibra,Dispensary,Dispensary,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13003,Karen Health Centre,Nairobi,Langata,Lang'ata,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
19100,Karengata Community Medical Centre,Nairobi,Langata,Lang'ata,Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13005,Kari Health Clinic,Nairobi,Westlands,Kitusuru,Medical Clinic,Medical Clinic,Ministry of Health,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
18743,Kariobangi EDARP,Nairobi,Kasarani,kasarani,Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13006,Kariobangi Health Centre,Nairobi,Kasarani,Kasarani,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
17434,Kariobangi South Clinic,Nairobi,Embakasi West,Kariobangi South,Medical Clinic,Medical Clinic,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13007,Kariokor Clinic,Nairobi,Starehe,Starehe,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1
13008,Karma Dispensary,Nairobi,Kasarani,Kasarani,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
17995,Karomo Medical Clinic,Nairobi,Kasarani,Kariobangi,Medical Clinic,Medical Clinic,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
13009,Karura Health Centre (Kiambu Rd),Nairobi,Westlands,Karura,Health Centre,Health Centre,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
17948,Kasarani Claycity Medical Centre (Kasarani),Nairobi,Kasarani,Kasarani,Dispensary,Dispensary,Private Practice - Unspecified,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
13010,Kasarani Health Centre,Nairobi,Kasarani,Kasarani,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
13011,Kasarani Maternity,Nairobi,Kasarani,Kasarani,Maternity Home,Other,Private Practice - Nurse / Midwife,60.0,12.0,4.110873864173311,2.5649493574615367,1,1,0,1,1,0,1
13012,Kasarani Medical Health Centre,Nairobi,Kasarani,Kasarani,Health Centre,Health Centre,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
13034,Kilimanjaro Nursing Home,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Nursing Home,Private Enterprise (Institution),11.0,0.0,2.4849066497880004,0.0,0,0,0,0,0,0,0
19513,Kawangware Health Centre,Nairobi,Dagoretti North,Kawagware,Dispensary,Dispensary,Private Enterprise (Institution),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12996,Kahawa Garrison Health Centre,Nairobi,Roysambu,Kasarani,Health Centre,Health Centre,Ministry of Health,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
12997,Kahawa West Health Centre,Nairobi,Roysambu,Kasarani,Health Centre,Health Centre,Local Authority,24.0,4.0,3.2188758248682006,1.6094379124341003,0,0,1,0,0,0,0
19541,Kaka Medical Centre (Race Course Rd),Nairobi,Starehe,Central,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
12998,Kaloleni Dispensary,Nairobi,Makadara,Makadara,Dispensary,Dispensary,Local Authority,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1
12999,Kaloleni Health Servics,Nairobi,Makadara,Makadara,Medical Clinic,Medical Clinic,Private Enterprise (Institution),5.0,0.0,1.791759469228055,0.0,1,1,0,0,1,1,1
13014,Kayole Hospital,Nairobi,Embakasi Central,Embakasi,Other Hospital,Other Hospital,Private Enterprise (Institution),40.0,8.0,3.713572066704308,2.1972245773362196,1,1,0,1,1,1,1
13015,Kayole I Health Centre,Nairobi,Embakasi Central,Embakasi,Health Centre,Health Centre,Local Authority,24.0,1.0,3.2188758248682006,0.6931471805599453,0,0,0,0,1,1,1
13016,Kayole II Sub-District Hospital,Nairobi,Embakasi Central,Embakasi,Health Centre,Health Centre,Local Authority,24.0,1.0,3.2188758248682006,0.6931471805599453,1,1,1,0,1,1,1
19488,Kamili Organization,Nairobi,Westlands,Kitisuru,Medical Clinic,Medical Clinic,Non-Governmental Organizations,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
18942,Kamiti Maximum Clinic,Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Ministry of Health,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
13000,Kamiti Prison Hospital,Nairobi,Roysambu,Kasarani,Other Hospital,Other Hospital,Ministry of Health,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1
19369,Kamwitha Medcal Centre,Nairobi,Roysambu,Kasarani,Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
19536,Kangemi Gichagi Dispensary,Nairobi,Westlands,Kangemi,Dispensary,Dispensary,Private Practice - Clinical Officer,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
13001,Kangemi Health Centre,Nairobi,Westlands,Kangemi,Health Centre,Health Centre,Local Authority,20.0,0.0,3.044522437723423,0.0,0,0,1,0,1,1,1
